id_review,text
ChZDSUhNMG9nS0VJQ0FnSURSdUxpTWZREAE,"Went to Pope Joan for the first time living almost next door in Spring Street. What was potentially a good experience was WRECKED by their ""penny-pinching"" attitude! Ordered a salad that was rather wet with juices and dressing and subsequently asked for ""a piece of bread"" in order to soak-up the remaining liquid on my plate. Two requests and 10 minutes later 2 pieces of bland toast were supplied with a $10 charge - what a rip off and a sad and mean way to treat customers. Whatever happened to the concept of hospitality and leaving customers feeling pleased with the experience and valued as a customer? Shame on you! You deceived $10 out of me but how short-sighted of you as you won't be receiving anymore of my money NOR any of my friends."
ChdDSUhNMG9nS0VJQ0FnSUNSN2ZEcC1nRRAB,For when you can’t get into the European for breakfast. Rice pudding is 👌 …
ChZDSUhNMG9nS0VJQ0FnSUNScVlpM2RREAE,"Lovely atmosphere. Coffee Lovely, just a little low tide cup fullness wise. Love m6 coffee and relish every last drop so a full cup is important to me."
ChZDSUhNMG9nS0VJQ0FnSURoMXZtckxREAE,"Gorgeous setting, delicious food and impeccable service. The kitchen staff even cut up my dish so i could eat it with one hand due to being injured. Very sweet!"
ChZDSUhNMG9nS0VJQ0FnSURodUthb1F3EAE,Nice vibe nice coffee
ChZDSUhNMG9nS0VJQ0FnSURocU1DRU5REAE,"Great, would recommend the chilli scrambled eggs! Good service too."
ChZDSUhNMG9nS0VJQ0FnSURoaU8zNEFnEAE,"If you like your coffee burnt with no teaspoon, no sugar & no napkin , indifferent & lazy service & soggy scrambled eggs sprayed with house cleaner then it's a right place for you. Absolutely the worst cafe in the city of Melbourne!"
ChZDSUhNMG9nS0VJQ0FnSUNoaVo3TlpBEAE,Great coffee. I enjoyed the comfortable outdoor table. I had the egg and bacon breakfast roll and was very satisfied with it. Could not ask for better. Good service
ChZDSUhNMG9nS0VJQ0FnSUNocXJTNEt3EAE,Coffee machine is turned off at approx 3:45 daily so if you’re looking for a coffee here don’t bother after 4pm
ChZDSUhNMG9nS0VJQ0FnSUQtcWZxNkN3EAE,Sandwiches made to perfection.
ChdDSUhNMG9nS0VJQ0FnSUQtenFuVGlnRRAB,The food portions for breakfast  were extremely small for the price. A spoonful of rice pudding ? #shrinkflation
ChZDSUhNMG9nS0VJQ0FnSUQtOHRYbUJnEAE,Undoubtedly best long black coffee in Melbourne with service overseen by Leah. Try the Friday Champagne Gosset special  - a delightful way to end the working week.
ChZDSUhNMG9nS0VJQ0FnSUMteXJpTlJnEAE,"Cute spot with lots of action and people to watch. Thought the menu was a bit limited, but that’s probably more to do with the busy lunch crowd rather than encouraging people to linger."
ChZDSUhNMG9nS0VJQ0FnSURlN19xVktBEAE,Nice place for a morning coffee
ChdDSUhNMG9nS0VJQ0FnSURlbnJqYjBBRRAB,Pine mushroom spring roll - great. The “Cornish”  - $24 for a mini chicken roll with rocket - uh.  Nice setting with good service does not excuse the exorbitant price!
ChdDSUhNMG9nS0VJQ0FnSUN1NXZhMm1RRRAB,Lovely service and delicious food
ChZDSUhNMG9nS0VJQ0FnSURPa0xfQ0x3EAE,"Had a delicious brekky here, very chic, great coffee. Hidden in the valet parking courtyard of The Sofitel Hotel, indoor & outdoor dining. Open lunch and dinner, not open weekends during the day, so check times."
ChZDSUhNMG9nS0VJQ0FnSUNPOHNEb0pnEAE,"Excellent first time experience, meal and friendly attentive staff"
ChdDSUhNMG9nS0VJQ0FnSURodktuUHBRRRAB,"Waited 15 minutes for a 1/8 of a schnitzel and small chips, only customer waiting. Bloody rip off."
ChdDSUhNMG9nS0VJQ0FnSURCLVpLYXRRRRAB,Wrap missing 2 out of 6 ingredients. Very small portion. Staff were unhappy.
ChZDSUhNMG9nS0VJQ0FnSURCeWZuYkNREAE,AMAZING
ChdDSUhNMG9nS0VJQ0FnSUQtOUl1R3RnRRAB,Really quick.
ChdDSUhNMG9nS0VJQ0FnSURlZzR2Wm5RRRAB,"I placed a fairly large catering order with Shnitz Collins Place and Marie went above and beyond to ensure that my corporate lunch went well. She was extremely communicative, and handled any obstacles or issues with a great attitude. Really appreciated her efforts in getting my order fulfilled. Compliments to her and the team. Would recommend for any large group orders."
ChdDSUhNMG9nS0VJQ0FnSURPeHFUMTZnRRAB,25mins for a wrap…….
ChZDSUhNMG9nS0VJQ0FnSUNPeVBubEZBEAE,"Service was quick, food great and price very reasonable."
ChdDSUhNMG9nS0VJQ0FnSUQyeV9iRmxBRRAB,Food delivery
ChdDSUhNMG9nS0VJQ0FnSUQydGF2VXp3RRAB,Can never go wrong with Schnitz for a work lunch. Queues can get quite long from 12.15 onwards but they are able to cope with the volume.
ChdDSUhNMG9nS0VJQ0FnSURXcUpQT3FRRRAB,Friendly staff tasty food reasonable prices.
ChZDSUhNMG9nS0VJQ0FnSUNtNjlMMk5BEAE,Waited nearly 15 minutes for cold chips and a very sloppy wrap. In fairness they looked like they were training. $21 for reg cold chips and a wrap that needed a knife and fork and a solo drink is a bit rich though. Had better here in the past
ChZDSUhNMG9nS0VJQ0FnSUNjbnRxWWVBEAE,"Ordered the chicken parmigiana, large chips and a roll. The oil used to cook these items was rancid/very stale. It was so disgusting i had to throw away the entire meaL."
ChdDSUhNMG9nS0VJQ0FnSUR5OF9xNzJBRRAB,"This place has such a rude staff. My partner was given wrong items in her order, something that she didn’t order and doesn’t eat as well. When she pointed out she got a wrong one, she was told if she wants it changed she has to buy it and pay for it. Staff might have not heard it properly when my partner was ordering, that can happen, acceptable. But sending her back and asking to pay for new one is not expected behaviour from Schnitz, and definitely not part of food industry culture in this country. She didn’t have her card and was carrying limited cash, so she had just throw the food and walk off."
ChdDSUhNMG9nS0VJQ0FnSUNjcVlLTXJBRRAB,I love that they do beef now! Beef was cooked beautifully and quickly.
ChdDSUhNMG9nS0VJQ0FnSURzNXBld3BnRRAB,"After I played a show in Melbourne, me and my crew were returning back to our hotel room when we noticed that Schnitz was open. The staff were awesome and cooked up a mad feed."
ChZDSUhNMG9nS0VJQ0FnSURzNXFmVUx3EAE,"I enjoy coming to this place regularly after shopping on Collins St. The chicken is golden and tasty, chips are beautiful and go well with dip. They have a really good selection of drinks available, service is fast and they have good music playing.  I love that the staff are helpful and joyful, really puts a smile on my face."
ChdDSUhNMG9nS0VJQ0FnSURzNXJ2a2t3RRAB,"Beautiful quality of chicken, amazing staff and amazing chips. I give it two thumbs up"
ChdDSUhNMG9nS0VJQ0FnSUNzNmFLeW1nRRAB,YUMMYYYYY
ChdDSUhNMG9nS0VJQ0FnSUNzMUtqa3NnRRAB,Delicious pan fried dishes - with very tasty chips.
ChZDSUhNMG9nS0VJQ0FnSUNNOGRDTFp3EAE,"One of the better schnitz places I've been to, great for food on the move. The staff are always eager to help and offer great service"
ChdDSUhNMG9nS0VJQ0FnSUN4dVBDYXBBRRAB,fried chicken to goated 😤🙏⚠️
ChZDSUhNMG9nS0VJQ0FnSURSX3FUS2N3EAE,"When I gave the menu to a Korean woman, I threw the menu and went, but it was very unpleasant. Not only that, but I tried to order the menu step by step, but I didn't order a lot of menus. “Do you only order this? ”, which sounded really bad. I went for a drink in a good mood, but I was offended and left right away.  They throw there menu list on the table and they had the worst service."
ChZDSUhNMG9nS0VJQ0FnSURSeWY2SmNBEAE,I liked the atmosphere but the food was OK. I liked the spicy pork. But the rest of the food was just OK. The plain rice was a bit undercooked and didn't taste too well. Even Uncle Rogers would have cried if he saw a Korean restaurant fail in cooking simple rice.
ChZDSUhNMG9nS0VJQ0FnSURSNXFfd1d3EAE,"Sorry, great service but food was a miss for me."
ChZDSUhNMG9nS0VJQ0FnSURSMnFlS0Z3EAE,"The most delicious kimchi fried rice I've ever had in my life. The rice was not stir-fried properly, so it clumped together, but it only tasted like butter or margarine mixed with white rice. I mixed only this kimchi, butter, and rice and added an egg. I ordered it to be unsatisfied, but some kind of roasted pig's feet came, not a dissatisfaction It's food that I'll never make again and never eat again."
ChdDSUhNMG9nS0VJQ0FnSURSeXVpc2pRRRAB,"How come I found Sichuan peppercorn, star anise and  Sichuan chilli bean paste in my pork leg pot? Did I have Korean food or Chinese dishes last night🤔. By the way, they should improve their hygiene because i rushed to the toilet after having their food."
ChZDSUhNMG9nS0VJQ0FnSURSaXRTT2RnEAE,long waiting time and worse service ever。。。。
ChZDSUhNMG9nS0VJQ0FnSURSeUxMYlV3EAE,ORDER THE FRIED CHICKEN WITH BONES!!! You won’t regret!!!!
ChdDSUhNMG9nS0VJQ0FnSURoZ1lhcHN3RRAB,Really good Korean restaurant with extremely decent prices. Portions are huge and taste is unique.
ChdDSUhNMG9nS0VJQ0FnSUNSdHRLSGhRRRAB,Garlic jokbal restaurant 🐷 You must be try garlic jokbal !!
ChdDSUhNMG9nS0VJQ0FnSUNSbXRpcC13RRAB,"I ate half and half bossam a while ago. I was eating radish and something caught on it, so when I took it out, there was a string inside. I want to upload a picture but I don't know how to upload it ;; You need to take care of your hygiene."
ChdDSUhNMG9nS0VJQ0FnSUNSZ3ZyeTdnRRAB,The meat was pretty dried. It used to be one of my favourite place but no more.
ChZDSUhNMG9nS0VJQ0FnSUNScExLZkR3EAE,Ordered the bossam + boneless fried chicken. You can't go wrong with bossam at Dosirock!! The food is absolutely great. I would come back again
ChdDSUhNMG9nS0VJQ0FnSURoa2RxVmp3RRAB,"I ordered for takeout. They took out the air rice and gave it to me.. I'm so sorry... I couldn't check it because the store tied the packaging bag. Still, I was able to fill my longing for pork feet. Makguksu also feels more abundant than in Korea. I'm complaining because it's broken. I wish it was more spicy. The side dishes were all fresh and delicious."
ChZDSUhNMG9nS0VJQ0FnSURoa3A3REJ3EAE,"I ordered cold vegetable pig's trotters and soft tofu with Uber Eat, but cold vegetable pig's feet are not the cold vegetable pig's feet you know, but a mix leaf, a few pieces of pig's feet, buckwheat noodles, and the sauce is not that spicy of mustard sauce, it's not spicy, it's just sweet.. $46.20 The moment I was disappointed because it wasn't worth it at all, the moment I saw the soft tofu stew, I was again disappointed that the soft tofu was really a soup like the name on the menu. Just frozen seafood cocktail shrimp frozen clams in plain water The total payment of 69$, which was not well-resolved, was so disappointing that I was put on the list of things I would not order."
ChdDSUhNMG9nS0VJQ0FnSUNocWUybDZnRRAB,"I usually order fried chicken and Kimji soup. They are very tasty. I also tried the fish roe soup , the best I can find in Melbourne.  Recommended !!!"
ChdDSUhNMG9nS0VJQ0FnSUNoX3RIRXl3RRAB,Good food Unique menu - pork hock than elsewhere don’t have Their cold noodle also exceptionally good Reasonable price
ChZDSUhNMG9nS0VJQ0FnSUNobG8zR2ZREAE,"알탕 was very good, but the 족발 (pork hoc) we ordered was served cold. We never experienced a pork hoc served cold, as it is supposed to be served hot. Atmosphere was nice and good staff :)"
ChdDSUhNMG9nS0VJQ0FnSUNocE9YT2tBRRAB,"Was recommended to try the pork hock, and it was delish! We had a serve of pork hock, soba salad, and a large soup, and it was definitely more than enough for 3 of us."
ChdDSUhNMG9nS0VJQ0FnSUNocE1MMjRnRRAB,Moderately priced  authentic Korean. The nengmyon is fantastic. I'm gonna bring my friends here to try more dishes.
ChZDSUhNMG9nS0VJQ0FnSUNoaEwzc0VBEAE,The pork belly and hock is one of their most well known dishes and it’s reputation is definitely well deserved. One of the great Korean food places that opens late as a bonus!
ChdDSUhNMG9nS0VJQ0FnSURCbWZxM3lBRRAB,"As a tourist who has been to Seoul before, I think this place is really amazing. The Pork tastes amazing and I love the vibe here"
ChdDSUhNMG9nS0VJQ0FnSURCcG9EUzJnRRAB,The hotpot price nowadays is just too expensive with the serving size however the taste was great without a doubt
ChdDSUhNMG9nS0VJQ0FnSURCaks3a3JnRRAB,"We randomly picked Dosirock after getting slightly overwhelmed by the Korean food options in the neighborhood. Their specialties, jokbal (pig's trotters) and bossam (pork belly), did not disappoint as they were perfectly cooked and generously portioned! As four people, we could barely finish a medium-sized half and half. There are other non-pork options available. Kudos to their prompt service and friendly staff too"
ChZDSUhNMG9nS0VJQ0FnSUN4dUoydlN3EAE,"The food is deliscious, we try the chicken corndue or forndue ( not sure the exact name) it was awesome! And the hotteok was so gummy and yummy!😋 worth the money. It will just take time for your order to come as only few staff i guess is cooking.  Will definitely come back again."
ChdDSUhNMG9nS0VJQ0FnSUN4cUtpbnV3RRAB,Great Experience ❤️
ChZDSUhNMG9nS0VJQ0FnSUN4b1BPN0tBEAE,"Definitely try the soy garlic chicken, so yum!!! But the waiting line is quite troublesome"
ChdDSUhNMG9nS0VJQ0FnSURSbnFlTzR3RRAB,"Good chicken and love the spicy sauce, beer was not as good though"
ChdDSUhNMG9nS0VJQ0FnSUNSeDQtOTd3RRAB,Tasty vegetarian fried dumplings
ChdDSUhNMG9nS0VJQ0FnSUNSNkxicHdBRRAB,Unusual time restrictions on eating.
ChZDSUhNMG9nS0VJQ0FnSURoa01fWll3EAE,Customer service very nice. The food at gami is very good too
ChdDSUhNMG9nS0VJQ0FnSURoa00tYXdnRRAB,Very delicious food. You should try it too😍😍
ChdDSUhNMG9nS0VJQ0FnSURoa00td193RRAB,very delicious food
ChdDSUhNMG9nS0VJQ0FnSUNoemFHV3l3RRAB,Great service and food.
ChdDSUhNMG9nS0VJQ0FnSUNod0tQWTFnRRAB,"The fried chicken was not good. The chicken had no flavour except for old oil. It was also extremely oily. The sweet mustard sauce was good, as was the corn cheese. Very disappointing."
ChZDSUhNMG9nS0VJQ0FnSURCcmVIRVVnEAE,"Finally made it to the restaurant as we have only ordered fried chicken in the past which was always spot on. 💥💥💥💥💥 I was a bit surprised how long it took for our food to arrive, especially the place wasn’t full (a lot of delivery orders tho) We ordered:  Chicken Corndue 💥💥 arrived after 37min Cheese tasted a little flat and the fact that the cheese arrived 5min later than the chicken, didn’t make it better as the chicken wings were cold then. Also, I wish they would serve a couple of chicken tenders instead of a few chicken wings.  Japchae mandu 💥💥💥💥 very crispy and nicely flavoured outside but the filling tasted blunt. Arrived after 45 min.  Crispy chicken burger 💥💥💥💥💥 my personal highlight but took almost an hour to get served. Loved the fact that the chicken was super hot and crispy and the coleslaw came fresh out of the fridge.  Service could have been a little more attentive but was for kind and helpful. Four stars only because I know their boneless chicken is one the best…"
ChdDSUhNMG9nS0VJQ0FnSUNCMUxLbnJRRRAB,The best chickeeeen!!!
ChdDSUhNMG9nS0VJQ0FnSUNCMUxMajRRRRAB,"Good food, service and atmosphere!"
ChZDSUhNMG9nS0VJQ0FnSUQtOVlEVEdnEAE,Delicous korean chicken place
ChdDSUhNMG9nS0VJQ0FnSUN1NGJUR2pBRRAB,We had a party of 5 on a Saturday night and staff were able to provide us with a small table without a prior booking.  Food was well made and arrived at the table in good intervals.  Staff were friendly and accommodating.  Please excuse the half eaten dinner 😅 forgot to take a before photo.
ChdDSUhNMG9nS0VJQ0FnSUQtN0lqTC1nRRAB,"This place used to be very good but it has clearly gone down the hill and today’s meal was a complete disappointment! The potato haven was undercooked, tasted terrible and had some tomato sauce all over it! The chicken was also very average so we won’t be returning…"
ChdDSUhNMG9nS0VJQ0FnSUQtakxlVHdRRRAB,Best for dine in and take always. So good chicken🥰🥰 …
ChZDSUhNMG9nS0VJQ0FnSUMtcDRyVFJBEAE,Great burger!
ChZDSUhNMG9nS0VJQ0FnSUMtcGRMRGFnEAE,Staff were lovely. The soy/garlic chicken was top of our list after trying it last time in Melbourne and mozzarella sticks topped it off nicely.
ChdDSUhNMG9nS0VJQ0FnSUNxdDdhRDhRRRAB,Great food
ChZDSUhNMG9nS0VJQ0FnSURROThHZld3EAE,Good service and fantastic food hidden in the alleyway Strongly recommend the steaks and ribs on the menu.
ChZDSUhNMG9nS0VJQ0FnSURTb2FYZVp3EAE,You need to try the deep fried onions
ChdDSUhNMG9nS0VJQ0FnSURTMnNYZmpnRRAB,Excellent Ribeye.
ChZDSUhNMG9nS0VJQ0FnSURTcXFhZE5BEAE,Great food and awesome staff
ChdDSUhNMG9nS0VJQ0FnSURTeXYyZjlRRRAB,Nobody picking up the phone for a booking. Is this place still open? Will book elsewhere. Sorry.
ChdDSUhNMG9nS0VJQ0FnSURpbW9uTGpBRRAB,"Good steak, wine is too expensive"
ChdDSUhNMG9nS0VJQ0FnSURpMlBESnZnRRAB,"Good service, ribs and sauces. Very simple menu but no much can go wrong. Beef ribs are a must."
ChZDSUhNMG9nS0VJQ0FnSUNpMTZ2c0RBEAE,The cuts of steak are nice and tasty. But you can't say when a clearly very rare steak (that is meant to be medium rare) is requested to be cooked as you asked 'our medium rare is a little under what others are'. That's just not how steak is done. Steak should be cooked the way steak is cooked. There is a standard
ChZDSUhNMG9nS0VJQ0FnSUNpOXRISFNBEAE,"Perfect day, great company,  amazing food, brilliant service Jenny Lauren"
