id_review,text
ChZDSUhNMG9nS0VJQ0FnSUN4OE5DQUFnEAE,Great coffee and sandwiches! Lovely service. fun relaxed atmosphere
ChZDSUhNMG9nS0VJQ0FnSUN4d1BuZFRBEAE,"Good food and service - and next to a great library (SLV) that Melbourne/Victoria should be proud of. Dan, you need to adequately support the SLV"
ChdDSUhNMG9nS0VJQ0FnSURScTRtTHVnRRAB,"This is a great place to start your while waiting for the library to open and work there, you also have the option to sit outside. The staff is super friendly and will greet you with a smile, some of the people working there speak French and they are happy to talk to you in French. In general it is a very welcoming place."
ChdDSUhNMG9nS0VJQ0FnSUNScnUyNTh3RRAB,Great place for coffee
ChZDSUhNMG9nS0VJQ0FnSURSbGRXQ0h3EAE,Great cafe! Delicious coffee and extremely friendly service. Michael is amazing and so welcoming to all customers - highly recommended!
ChdDSUhNMG9nS0VJQ0FnSURSNWJ6WXVnRRAB,"Coffee is good. Food is ok, a bit pricey for the portions. Paid $21 for the Dusty Recovery (store bought croissant, hash brown, smoked salmon and poached eggs hollandaise sauce, tiny side of avocado). Poached eggs were beautiful, for the portion of the meal though it's a bit on the pricey side."
ChZDSUhNMG9nS0VJQ0FnSURSd1lYNlhnEAE,A beautiful venue next to one of my favourite places in Melbourne. The staff are lovely although at times a little hard to catch. Food is delicious and coffee is top notch.
ChdDSUhNMG9nS0VJQ0FnSURSOXVfWWlBRRAB,"Pretty ok coffee and selection of snacks, sandwiches, banana bread etc.  Whilst Google says a 5pm closing time, at 4:53pm a waiter came over and rudely told me to leave because ""they'd closed at 4:45pm"". No problem if the published times were wrong, but think he needs to work on his tone talking to customers, even at the end of the day!"
ChZDSUhNMG9nS0VJQ0FnSURSbXFhSUx3EAE,it's laptop time
ChdDSUhNMG9nS0VJQ0FnSUNScV9fRl9nRRAB,"More than 15 mins to wait for a single takeaway coffee at 1.30pm. The place was not at all full. The food may be good, I can't comment, but I don't recommend it at all if you want to grab and go."
ChZDSUhNMG9nS0VJQ0FnSUQtaDRMWlpBEAE,"Beautiful cafe with friendly service. Coffee is quite good, and you can visit the library easily. Unfortunately, the operation of the cafe seems very disorganized, with multiple staff members checking in on a single table, an order being taken multiple times, etc. Unsurprisingly, this lead to errors in my order each of the two times I visited. The fare itself is fine, provided you get what you ordered."
ChdDSUhNMG9nS0VJQ0FnSURoMTlLeHB3RRAB,"I searched “vegan” and found this place, always happy to support anywhere that has vegan options! In saying that - I would not recommend this place to someone who’s vegan.  I had a vegan sandwich and a coffee here. It was advertised as $12.50, the server said “that is meant to be $13, I need to change it”  and charged $13. It’s just 50c but felt like a poor move.  The sandwich was beetroot, pumpkin, avocado and spinach. The avocado had seen better days and the beetroot was a dip that was incredibly bland. I asked for some aeoli or tomato relish to make it a bit more appetising but it didn’t help. Im not a fussy eater but I didn’t end up finishing it. Pretty disappointing.  Coffee was decent. I paid for a large coffee to go but they ended up just giving me a regular. I was on a time crunch so I just took it and left.  Venue is nice."
ChZDSUhNMG9nS0VJQ0FnSURobFo2b01REAE,Fairly priced cafe in cbd a breath of fresh air compared to overpriced establishments serving up overpriced garbage
ChdDSUhNMG9nS0VJQ0FnSURoLWU2SGxBRRAB,Order but wait for an hour then he said it’s not in the system. Worst customer service
ChZDSUhNMG9nS0VJQ0FnSURoNmRQNktBEAE,Great juice!
ChZDSUhNMG9nS0VJQ0FnSURoMGZ6Y1pnEAE,Atmosphere is nice with inside and outside seating. Coffee leaves a bit to be desired unfortunately. It's not likely to be a spot I'll come back to. The outside seating is a plus but the food and drink needs to see some improvement  for it to be more well regarded.
ChZDSUhNMG9nS0VJQ0FnSURoa2VTRlp3EAE,Discovered this cafe by chance and it’s so worth it. Great breakfast menu with wholesome choices. Friendly service. Definitely recommended
ChdDSUhNMG9nS0VJQ0FnSURoOW83dDZnRRAB,"Very nice place just besides the Library with special offers like Happy Hour, nice people."
ChdDSUhNMG9nS0VJQ0FnSURoNXYtTW1RRRAB,"I worked here one day last year, they didn't pay me, I asked many times, but I still didn't get the money"
ChdDSUhNMG9nS0VJQ0FnSURoeXY2Xy13RRAB,"Ordered a smoothie, so expensive and it turns out it was mostly crushed ice, could barely taste any fruit. Music was very loud."
ChdDSUhNMG9nS0VJQ0FnSURob3NQRDJ3RRAB,"Slow service on coffees, need two barista's (inside) during busy times."
ChdDSUhNMG9nS0VJQ0FnSURoNE5UNHRRRRAB,"Great food and service, wife and I loved the cappuccinos, kids loved the smoothie and freshly squeezed juice."
ChZDSUhNMG9nS0VJQ0FnSUNocDczdWJ3EAE,"The food was absolutely phenomenal, and the staff were truely so kind to us, couldn’t recommend more."
ChdDSUhNMG9nS0VJQ0FnSUN4X05qVjNnRRAB,"Nice venue, tasty food"
ChdDSUhNMG9nS0VJQ0FnSUN4ak9lVjhnRRAB,good service
ChdDSUhNMG9nS0VJQ0FnSURSMDdDMWh3RRAB,"Great atmosphere staff are always friendly, highlighted by the pleasant ambience  within the dining quarters ....with ample space used elegantly  around the 1930""s  theme bar. Accompanied by delicious food and beverages complimented with adjoining balconies  overlooking a beautiful view of Melbourne's Architectural Treasures...."
ChZDSUhNMG9nS0VJQ0FnSURSNWJYbFVREAE,Good prices and Omar super friendly
ChZDSUhNMG9nS0VJQ0FnSURSeHF1LVd3EAE,Heaps to choose from the menu. It's a great place to go- after hour work drinks. Service was surprisingly fast considering we went there on Friday and the place seemed busy 👍
ChZDSUhNMG9nS0VJQ0FnSURSNHJqOGJnEAE,"Incredibly slow service. Understandably a Friday night but over 25 minutes for 3 Arancini balls and very nearly an hour after that for a veggie burger is pretty average.  Cool vibe, but if you can't feed people the vibe doesn't really matter"
ChZDSUhNMG9nS0VJQ0FnSURScEstQkNBEAE,Can honestly say nothing was too much. Service fantastic.meal delicious and cheeky banter too
ChdDSUhNMG9nS0VJQ0FnSURSaE5QdGpnRRAB,Brilliant bar right in the heart of the city.
ChZDSUhNMG9nS0VJQ0FnSURSbUstRWZREAE,Order a camber bake horrible not melting the bread soaking in the oil 0 for the chefs The staffs really nice tho Hopefully the kitchen staff will improve very soon I couldn’t even eat ..
ChZDSUhNMG9nS0VJQ0FnSURSd0tqYkpBEAE,"After getting positive reviews from friends to visit Father’s Office, the experience was hindered by the music offered by the DJ when it came to dancing. It was very inconsistent and hard to have a good time with. However, if you are looking solely for drinks after work, it is a pleasant venue."
ChdDSUhNMG9nS0VJQ0FnSUNSOTVQVXJ3RRAB,"I made a booking at this place for 8pm on a Sunday. Granted, it was a public holiday, but less than an hour before the manager texts me to say they are closing the kitchen early and last call will be at 9. I've worked a lot of hospo before but never worked anywhere that would have even considered closing early when there's a booking. After 4-5 texts back and forth (while I'm trying to enjoy a comedy show) and pointing out there aren't a lot of other places with availability, he begrudgingly agrees to hold the kitchen for us. Service wasn't much better when we got there. This place has seen better days."
ChZDSUhNMG9nS0VJQ0FnSUNSX1l5OEJ3EAE,"Highly recommended if you want drinks in the area, the happy hour is great prices and also got great food and bargains on different days worth a check"
ChdDSUhNMG9nS0VJQ0FnSUNSMGJ1bXZBRRAB,"Wouldn’t recommend. While they advertise specials and happy hour times very clearly, they fail to mention anywhere on the website and menu that their kitchen closes at 8pm. Extremely misleading and left us with a really rude shock when we booked a table for 7:30 and ordered starters and drinks, only to then be told “kitchens closed” at 7:50pm. No heads up from the server when we clearly arrived for a meal, and we were bluntly dismissed by the server behind the bar when we asked why the menus had been removed from their app. Should have known better when we walked in and the place was close to empty. Never had an experience like this at any other establishment and hope to never again."
ChZDSUhNMG9nS0VJQ0FnSUNSMGREY2RBEAE,Worst Espresso Martini ever!  From a tap with coco.  Made out it was a happy hour special.  Even had the hide to charge $12.
ChdDSUhNMG9nS0VJQ0FnSUNSbHZyNzNnRRAB,"Makes a simple impression, the coffee was very tasty, small freshly prepared snacks to take away from the deli counter, clean seating areas, friendly service."
ChZDSUhNMG9nS0VJQ0FnSUNSaG9tVmVnEAE,"The food is awesome and the ambiance is amazing but their customer service is especially amazing, specifically Omar, props to him, made me feel incredibly welcome and was incredibly attentive. I would 100% come back"
ChdDSUhNMG9nS0VJQ0FnSUNSa3JXZDNRRRAB,"Food is delicious. Manager is extremely friendly, I remember him from last time and I was impressed then. Thank you"
ChZDSUhNMG9nS0VJQ0FnSURoOXBpWENREAE,Absolutely splendid experience. Great venue with amazing views. Friendly staff. Yummy food. Cheap drinks. Happy hour. Suns out. People smiling. Loved my time at fathers office.  Make sure you grab an outdoor seat if the weather permits it!
ChdDSUhNMG9nS0VJQ0FnSURoMjVtQnNnRRAB,"A smooth chilled out and easy to find bar, with a classy interior and nice views over Swanston Street. Great for after work drinks."
ChZDSUhNMG9nS0VJQ0FnSURoX0l1V0pnEAE,"Pukar, Yash provided the best service I’ve ever experienced. Friendly, accomodating and everything you could ask for. I would highly recommend anything having a 21st at this venue. Food + drinks were brilliant. 5/5."
ChdDSUhNMG9nS0VJQ0FnSUN4bVBTSWhRRRAB,"Fantastic burgers with gluten free options,  very tasty and the service was top class and very quick"
ChZDSUhNMG9nS0VJQ0FnSURSM3VTYVdnEAE,"Able to order food quite quickly. Our table waitress was not the most welcoming or courteous, but she could have been having a bad night..The food was lovely I do recommend 😀"
ChdDSUhNMG9nS0VJQ0FnSUNSMDVYYWhnRRAB,So so food
ChdDSUhNMG9nS0VJQ0FnSUNSZ19PeHV3RRAB,My acquaintance and I came here for their Birthday dinner only to be met with crumbs on our table. Disgusting! The only crumbs worse than those on our table were the vagrants who occupy this serviette-less establishment. Food was decent.
ChZDSUhNMG9nS0VJQ0FnSUNSNlpidEhBEAE,The burgers are alright. Somehow underwhelming (single burger on a huge plate).
ChZDSUhNMG9nS0VJQ0FnSURobDllM0Z3EAE,Very nice staff
ChZDSUhNMG9nS0VJQ0FnSURocmNPN05nEAE,The freshest food I've ever received from any Grill'd store before....good service too!
ChZDSUhNMG9nS0VJQ0FnSURoaGRLQlBnEAE,Healthy hot burgers of excellent quality and good maintenance of the place I recommend it
ChZDSUhNMG9nS0VJQ0FnSURodklQaUxBEAE,"Pretty good burgers, friendly staff and competitive prices. Plant based burger was good but I especially liked the zucchini and sweet potato chips 💥💥💥💥💥. …"
ChZDSUhNMG9nS0VJQ0FnSURoMktmTEVREAE,"The meat and bacon were not done, the burger probably was done quickly, finally just inedible"
ChZDSUhNMG9nS0VJQ0FnSUNoazliQkdnEAE,Very good
ChZDSUhNMG9nS0VJQ0FnSURCdjhfMEh3EAE,The GF burger bun was delicious
ChZDSUhNMG9nS0VJQ0FnSURCcWFYUk9nEAE,"Great spot, great service, but they got no bacon when I there. Devastating to the soul"
ChZDSUhNMG9nS0VJQ0FnSUNCeDhTZFNBEAE,Burgers and chips are good
ChdDSUhNMG9nS0VJQ0FnSUNCczdmWjF3RRAB,Good burgers and decent salads! Can't really ask for more
ChZDSUhNMG9nS0VJQ0FnSUNCM2JxNUZREAE,"Pretty annoyed about my experience at this one. I always love Grilld and love how friendly the staff are but after a massive mess up of my order all I got was a rude and dismissive response.  I ordered on the app and selected pickup time on New Year’s Day. It was late but the restaurant was still open for an hour when I placed the order and I was able to order on the Grilld app.  I arrived at the restaurant at my designated time after hearing absolutely nothing for over half an hour I got a phone call just as I was walking in saying that they can’t make my order. I asked why I wasn’t told before as I just walked all the way and it’s late so things are now closing and the staff members response was ‘I’m calling you now aren’t I’  I couldn’t believe the response, no sorry or anything just straight back chat. I’ve always loved that the Grilld staff have been really nice so this was quite a shock. She then said she could give me a refund, I was confused by how this was worded because she had to give me a refund. She then tried to refund me less money than what I had paid and not included the holiday surcharge.  I’ve never said this about anyone before but I honestly think that staff member should be sacked because that is not the kind of attitude you want to be representing your company. I have also never left any review less than 5* before but I’m really annoyed about how I was treated here."
ChdDSUhNMG9nS0VJQ0FnSUNCa2ZycHFBRRAB,Plenty of seating and great staff.
ChdDSUhNMG9nS0VJQ0FnSUNCeXBHUG1nRRAB,Beautiful burger
ChdDSUhNMG9nS0VJQ0FnSUNCck5yV3BRRRAB,"Bit overpriced but the girl with the fringe that served me today was extremely polite, she went above and beyond for me. Staff were amazing and the food was tasty!!! Did take a while to get food though…"
ChZDSUhNMG9nS0VJQ0FnSUNCbE8tUlRnEAE,I tried the Wagyu BBQ burger and it was very tasty.
ChZDSUhNMG9nS0VJQ0FnSUNCaFBlbFRREAE,Service was good. Atmosphere was good but beef patties where dry in our experience.
ChZDSUhNMG9nS0VJQ0FnSUN4dE1EQUdREAE,"Food was okay, the chicken dumpling was not good. Service was ok."
ChZDSUhNMG9nS0VJQ0FnSUN4aVBXdURnEAE,"Waited for chicken rice takeaway for 20 mins and they said they missed my order. After I asked, it was ready in 2 mins."
ChZDSUhNMG9nS0VJQ0FnSUNXeElHalNBEAE,"Paparich is our favourite from Malaysia, they have best coffee, roti Chennai and ayam curry. From breakfast to dinner they have many tasty option. Located in mall so convenient to access but the place closes early so check your timing as this is not something open late night."
ChdDSUhNMG9nS0VJQ0FnSURSNVlLcjhBRRAB,They microwaved my food after they served it cold. Never coming back
ChdDSUhNMG9nS0VJQ0FnSURSaVphLTFnRRAB,"Good location.  Very nice tasting meals, with a  good choice of different types of food."
ChZDSUhNMG9nS0VJQ0FnSURSaVpERFBBEAE,Delicious and absolutely love our meal at paparich! Clean and bright interior and service is polite.  Recently student edge has a deal with paparich such that a meal + drink is only $15.90. You will need to download the student edge app to redeem plus bring your student card. Only for 3 selected dishes and 2 types of drink.  Take note of surcharge on Sundays and public holidays.
ChdDSUhNMG9nS0VJQ0FnSURSbm9MTjdRRRAB,Have been to this restaurant few times and still love their food. My favorite aretheir prawn noodle soup and chicken satay.
ChdDSUhNMG9nS0VJQ0FnSURSMXAyQV9nRRAB,"Horrible malaysian food ever had,"
ChZDSUhNMG9nS0VJQ0FnSURSdXFLQkJBEAE,"Visited PappaRich in a party of four. Good selection of foods with vegetarian options available. Staff brought out one dish very quickly but then the rest took quite a while and we’re all very staggered, with the last meal coming well after the first meal had been consumed and then the dumplings came after the main meals had been served. We also were given another table’s food and not our last meal so everything was a bit all over the place but flavours were nice and food was all enjoyed. Just could have been a better serving experience. Surcharge on a Sunday is also crazy to me. If you can’t afford to be open normally on a Sunday maybe don’t be open. Don’t make customer pay for more if you’re only going to give average service."
ChdDSUhNMG9nS0VJQ0FnSURSaXJIU25BRRAB,Very dry hard Roti today….normally soft & fluffy. I really hope Your not using frozen? A little disappointing
ChdDSUhNMG9nS0VJQ0FnSURSd3BiY19BRRAB,"Good food and fast service. Waitstaff were fast. However we order OJ, the quantity was half of the glass was bubbles only. Not a reasonable price to be paid."
ChdDSUhNMG9nS0VJQ0FnSURSdE5PR2lnRRAB,"I wanted to order the Wokkein noodles with the exception that I did not want a particular ingredient included in my dish. The staff did not comply and came up with excuses saying that they were new staff and could make such changes. I wasn’t really asking for much and found it very disappointing that they couldn't do a simple change to my meal. In the end, had to eat a dish that was not very satisfying. Never going there again."
ChdDSUhNMG9nS0VJQ0FnSURSOEota3hRRRAB,Paparich in QV deliveries great Laksa and Char Kway Teow. The menu has been revamped with more additions. Great service here.
ChZDSUhNMG9nS0VJQ0FnSURSc0k3TmJREAE,Got food poisoning here on Thursday. Still recovering today.
ChZDSUhNMG9nS0VJQ0FnSUNScTZISWRBEAE,"The interiors remind me of the cheapest eateries in south east Asia. The food came out almost immediately which can’t be a good sign and wasn’t-dry chicken skin, overcooked chicken, tasteless dishes…Regretful visit."
ChZDSUhNMG9nS0VJQ0FnSUNSX3ZtYVhREAE,"They’re noodles are too salty and the flavor was basically just soy sauce , not to mentioned they charge 19.5"
ChZDSUhNMG9nS0VJQ0FnSUNSX0xTY0dBEAE,"Decent laksa, but with no veggies (like eggplant and greens) other than tomato, so it was slightly disappointing. :("
ChdDSUhNMG9nS0VJQ0FnSURoXzhfb3ZnRRAB,"Wanted to try their food, arrived at 08.28pm on a Wednesday. Had to go back since they said they were closed for new orders however google says they are open until 9pm. You should update your timing if there is any change rather than misguiding people."
ChdDSUhNMG9nS0VJQ0FnSURXLWRmZ2dnRRAB,PappaRich offered casual Malaysian/Indian-influenced meals at reasonable prices. The food quality had been relatively consistent over the years and so was the efficient quick service. My favourite was the hainanese chicken rice paired with congee.
ChdDSUhNMG9nS0VJQ0FnSURoeXJmUXpBRRAB,Charging $1 for a take away container on a $65 order. Times must be tough
ChdDSUhNMG9nS0VJQ0FnSURoNUt1LW5BRRAB,"Very disappointed with the service. We were 4 and 3 of our meal came in. The 4th mean wasn't there until we 3 finish ours. Call the waiter and she check and said 1 min. Another 15 min pass and nothing then call another waiter, explain the same thing but again nothing. Later call another and the guy with black dress came out - thing he is a manager and he said it will be there and again nothing. So we have to ask the same thing 5 times and have to take away the food. There was no cutlery and so asked to put that in and gosh another wait for just o add cutlery in order. Asked if we have to pay and the waiter ask guy in black desk and he wasn't interested to even give discount. Won't be going back again to this PappaRich."
ChdDSUhNMG9nS0VJQ0FnSURoNk9DdzFBRRAB,PappaRich is a good restaurant chain. The QV store has a big seating capacity. The kitchen and bar are huge too.
ChZDSUhNMG9nS0VJQ0FnSUNoNWZPYkRnEAE,Fake
ChdDSUhNMG9nS0VJQ0FnSUNocU5XNnJBRRAB,"Wait until we finish ordering, they said that we couldn't bring outside drink, the chicken rice was not delicious, and I went home and vomited."
ChZDSUhNMG9nS0VJQ0FnSUNoeUxHTFl3EAE,Ordered the roti telur which came with 3 dipping sauces. So tasty brought me back to Singapore hawker centres. Had iced tea with 3 milk combination. Price affordable though service a little slow.  Staff not chatty as busy. Definately. be back to try other dishes.
ChZDSUhNMG9nS0VJQ0FnSURCcjU3Yk1BEAE,In QV so naturally still good location. Food wise abv average.
ChdDSUhNMG9nS0VJQ0FnSUN4Mkk2QXBBRRAB,I had a chicken curry as I got a voucher from an event 'shop the city' the other day. It was delicious and good spicy level. I am Japanese and found this curry is a same taste when I had a Japanese curry in Japan too.  I was surprised there was a long queue when I came. This place must be popular. Foods' prices are reasonable. Friendly staff.
ChZDSUhNMG9nS0VJQ0FnSURSNFpyVERREAE,Karaage curry was very tasty. $17 for a large was pretty good
ChZDSUhNMG9nS0VJQ0FnSURSbHRxQ2Z3EAE,My favorite comfort food since 2011 my uni days till now when I’m on Holiday 😊 The most favorite dish : 1. Kay’s Chicken (4.5/5) 2. Chicken / Pork Japanese Curry with Rice (4/5)  Strategic located in the center of QV The price was unbeatable cheap perfect for students😍 Taste always consistent and never disappointed Will always come back when I visit Melbourne
